geo_location,country,city,validation_zone,behavior_type,user_category,classification_confidence,unique_users,downloads_per_user,total_downloads,working_hours_ratio,night_activity_ratio,hourly_entropy,years_span,fraction_latest_year,spike_ratio,aspera_ratio,globus_ratio,unique_projects,user_entropy,user_gini_coefficient,is_bot,is_hub,is_organic,is_protected_hub,needs_review,manual_label,reviewer_notes,claude_evaluation,claude_notes
"20.253,105.9749",Vietnam,Ninh Binh,easy_bot,bot,bot,0.999139413583398,11315,3.695448519664162,41814,0.3643994834266035,0.3169751757784474,3.167746038447542,1,1.0,41.814,0.0,0.0,10168,12.909740437788308,0.4679818274820624,True,False,False,False,False,,,bot,blind_consensus_agreed
"24.6869,46.7224",Saudi Arabia,Riyadh,easy_bot,bot,bot,0.999139413583398,51879,2.1532411958595965,111708,0.3642979911913202,0.3012944462348265,3.167627422117917,4,0.9965803702510116,874.2879581144966,0.0,0.0,17115,15.148430527146264,0.3738234482622233,True,False,False,False,False,,,bot,blind_consensus_agreed
"-16.561,-49.2063",Brazil,Goiânia,easy_bot,bot,bot,0.999139413583398,18878,5.0836423349931135,95969,0.3355979535058196,0.349289874855422,3.1740169262246045,5,0.9983327949650408,2395.224999994012,0.0,0.0,15216,13.55726962692398,0.5010114893117164,True,False,False,False,False,,,bot,blind_consensus_agreed
"-8.0091,-34.9498",Brazil,Recife,easy_bot,bot,bot,0.999139413583398,13742,5.8036675884150775,79754,0.3543145171402061,0.3173633924317275,3.172929026528033,5,0.9284926147904808,51.93827809924237,0.0,0.0,13601,12.486796198266363,0.5603287195887505,True,False,False,False,False,,,bot,blind_consensus_agreed
"-22.7886,-43.3175",Brazil,Duque de Caxias,easy_bot,bot,bot,0.999139413583398,6887,5.640772469870771,38848,0.3387819192751236,0.3446766886326194,3.174359336069114,1,1.0,38.848,0.0,0.0,9781,12.153370627655862,0.4790099186467162,True,False,False,False,False,,,bot,blind_consensus_agreed
"53.2334,6.5108",Netherlands,Groningen,easy_hub,hub,download_hub,0.9982822564107342,5,1387.2,6936,0.3023356401384083,0.2169838523644752,2.7088665643990657,3,0.5681949250288351,2.631719532554081,0.0,0.0,93,0.0757671057151833,0.7957900807381777,False,True,False,True,False,,,hub,blind_consensus_agreed
"48.6079,9.2631",Germany,Neckartailfingen,easy_hub,hub,download_hub,0.9984692205965032,1,4275.0,4275,0.5745029239766082,0.0046783625730994,2.396940308366064,5,0.6914619883040936,8.964366944652323,0.0,0.0,52,-1.4426951601859516e-10,0.5,False,True,False,True,False,,,hub,blind_consensus_agreed
"46.7969,9.8162",Switzerland,Davos Platz,easy_hub,hub,download_hub,0.9984693700419106,1,5984.0,5984,0.3716577540106952,0.0203877005347593,2.166171614401469,4,0.0011697860962566,0.0035134682951311,0.0,0.0,32,-1.4426951601859516e-10,0.5,False,True,False,True,False,,,hub,blind_consensus_agreed
"53.8226,-1.568",United Kingdom,Leeds,easy_hub,hub,download_hub,0.995823960494685,5,27565.2,137826,0.3487585796584099,0.3340806524168154,3.1651318788700573,3,0.0,0.0,0.0,0.0,261,0.9583280662223396,0.6881952606910162,False,True,False,True,False,,,hub,blind_consensus_agreed
"52.0796,0.1853",United Kingdom,Hinxton,easy_hub,hub,download_hub,0.9977944845504396,1,36323.0,36323,0.3766208738265011,0.271178041461333,3.1576562697570503,3,0.7540401398562894,6.131408103872708,0.0,1.0,838,-1.4426951601859516e-10,0.5,False,True,False,True,False,,,hub,blind_consensus_agreed
"39.6585,-75.0974",United States,Clayton,easy_hub,hub,download_hub,0.9979258533582054,3,2523.6666666666665,7571,0.266543389248448,0.3943996830009246,3.075146559241732,3,0.0,0.0,0.0,0.0,13,0.1789806333721919,0.644740897283494,False,True,False,True,False,,,hub,blind_consensus_agreed
"13.0705,77.8037",India,Hoskote,easy_hub,hub,download_hub,0.997723404296902,2,1211.5,2423,0.5130004127115146,0.1939744118860916,2.9019485895533634,3,0.0004127115146512,0.0008257638315441,0.0,0.0,7,0.0052352225445688,0.4995872884853487,False,True,False,True,False,,,hub,blind_consensus_agreed
"44.2157,9.519",Italy,Deiva Marina,easy_hub,hub,download_hub,0.997724177809728,5,1293.6,6468,0.4771181199752628,0.1558441558441558,2.587083669098303,4,0.011595547309833,0.0351947442515234,0.0,0.0,37,0.7452667226952006,0.7235003092145951,False,True,False,True,False,,,hub,blind_consensus_agreed
"45.6489,5.8626",France,Le Bourget-du-Lac,easy_hub,hub,download_hub,0.9985214310866222,1,2510.0,2510,0.7944223107569721,0.0,2.1026256286563627,5,0.3139442231075697,1.830429732868332,0.0,0.0,46,-1.4426951601859516e-10,0.5,False,True,False,True,False,,,hub,blind_consensus_agreed
"35.2633,-96.809",United States,Earlsboro,easy_hub,hub,download_hub,0.9974902024729378,5,3331.2,16656,0.3423390970220941,0.328350144092219,3.173692603218343,4,0.0077449567723342,0.0234162279905604,0.0,0.0,50,0.1859565089673078,0.7857829010566764,False,True,False,True,False,,,hub,blind_consensus_agreed
"47.1695,-71.4323",Canada,Stoneham,easy_hub,hub,download_hub,0.9908283645852092,3,2308.6666666666665,6926,0.3875252671094427,0.2237943979208778,2.9472995849119314,3,0.0005775339301183,0.0011557353366078,0.0,0.0,5,0.0076234609667881,0.6660891327365484,False,True,False,True,False,,,hub,blind_consensus_agreed
"40.2979,-75.0634",United States,Furlong,easy_hub,hub,download_hub,0.9975949100658076,5,1986.0,9930,0.3115810674723061,0.3425981873111782,3.122757145468251,3,0.0004028197381671,0.0008059641345959,0.0,0.0,6,0.0270755937591126,0.7985095669687816,False,True,False,True,False,,,hub,blind_consensus_agreed
"47.3008,8.5895",Switzerland,Erlenbach,easy_hub,hub,download_hub,0.9981163882195084,3,2649.333333333333,7948,0.2623301459486663,0.2356567689984902,2.4543256766701624,3,0.0,0.0,0.0,0.0,112,0.0971967759801038,0.6581949337359505,False,True,False,True,False,,,hub,blind_consensus_agreed
"49.3541,11.1509",Germany,Wendelstein,easy_organic,user,independent_user,0.9986106031373112,5,4.2,21,0.6666666666666666,0.1428571428571428,0.9712617057676928,2,0.3333333333333333,0.4999999999964286,0.0,0.0,5,1.532419498089908,0.5333333333333334,False,False,True,False,False,,,organic,blind_consensus_agreed
"56.4806,-2.9358",United Kingdom,Dundee,easy_organic,user,independent_user,0.9986110799647564,5,4.8,24,0.4166666666666667,0.2916666666666667,1.9892700745263496,2,0.7083333333333334,2.428571428536735,0.0,0.0,11,1.6784124657805894,0.5,False,False,True,False,False,,,organic,blind_consensus_agreed
"49.1766,-0.3178",France,Mondeville,easy_organic,user,independent_user,0.998610785259415,5,5.0,25,0.52,0.16,1.5231256836069662,2,0.68,2.1249999999734377,0.0,0.0,8,1.9982975643869665,0.3520000000000001,False,False,True,False,False,,,organic,blind_consensus_agreed
"59.3634,17.8509",Sweden,Haesselby strand,easy_organic,user,independent_user,0.9986106033318836,5,4.4,22,0.4090909090909091,0.0,1.299232919800069,2,0.6818181818181818,2.1428571428265304,0.0,0.0,6,1.6107482351198812,0.509090909090909,False,False,True,False,False,,,organic,blind_consensus_agreed
"47.9819,7.7909",Germany,Freiburg im Breisgau,easy_organic,user,independent_user,0.9986106033318836,5,4.2,21,0.8571428571428571,0.0476190476190476,1.1126445478527716,2,0.7142857142857143,2.4999999999583333,0.0,0.0,4,1.605206703430201,0.5142857142857142,False,False,True,False,False,,,organic,blind_consensus_agreed
"52.4982,13.3676",Germany,Berlin,easy_organic,user,independent_user,0.9986100775913714,5,5.0,25,0.96,0.0,0.899564247607701,2,0.16,0.1904761904752834,0.0,0.0,5,0.95430957371029,0.6400000000000001,False,False,True,False,False,,,organic,blind_consensus_agreed
"51.9058,0.0798",United Kingdom,Ware,easy_organic,user,independent_user,0.9986107843681186,5,4.2,21,0.6666666666666666,0.238095238095238,1.4582764009944793,3,0.3333333333333333,0.9999999999857144,0.0,0.0,6,1.5683665175882655,0.4952380952380952,False,False,True,False,False,,,organic,blind_consensus_agreed
"52.141,4.6841",Netherlands,Alphen aan den Rijn,easy_organic,user,independent_user,0.9988796928701512,5,4.8,24,0.875,0.0416666666666666,0.8729485205864773,2,0.375,0.599999999996,0.0,0.0,6,1.496915264270054,0.55,False,False,True,False,False,,,organic,blind_consensus_agreed
"43.0465,141.355",Japan,Sapporo,easy_organic,user,independent_user,0.9986106033318836,5,4.0,20,0.75,0.05,0.9836003439356686,2,0.3,0.4285714285683673,0.0,0.0,5,1.4190352988316342,0.56,False,False,True,False,False,,,organic,blind_consensus_agreed
"55.8214,12.4802",Denmark,Holte,easy_organic,user,independent_user,0.9986049605254677,5,4.2,21,0.5714285714285714,0.3809523809523809,1.1398453843833978,3,0.1428571428571428,0.3333333333296296,0.0,0.0,5,1.644449214020212,0.4952380952380952,False,False,True,False,False,,,organic,blind_consensus_auto_resolved
"50.7766,6.1607",Germany,Aachen,easy_organic,user,independent_user,0.9985970602586746,5,4.0,20,1.0,0.0,0.6390319090536187,2,0.3,0.4285714285683673,0.0,0.0,5,1.4567796696807092,0.54,False,False,True,False,False,,,organic,blind_consensus_agreed
"52.2124,5.9749",Netherlands,Apeldoorn,easy_organic,user,independent_user,0.9986098744162069,5,5.0,25,0.96,0.04,0.661477022547083,2,0.16,0.1904761904752834,0.0,0.0,5,0.95430957371029,0.6400000000000001,False,False,True,False,False,,,organic,blind_consensus_agreed
"48.9849,22.153",Slovakia,Snina,easy_organic,user,independent_user,0.9986107843681186,5,4.4,22,0.8636363636363636,0.0909090909090909,1.2226022360545918,2,0.3636363636363636,0.5714285714244898,0.0,0.0,6,1.5820239679575163,0.5272727272727273,False,False,True,False,False,,,organic,blind_consensus_agreed
"50.8866,4.7319",Belgium,Kessel-Lo,easy_organic,user,independent_user,0.9987176158625842,5,5.0,25,0.64,0.0,1.4082931168270925,3,0.16,0.3809523809487528,0.0,0.0,4,1.64567804388906,0.512,False,False,True,False,False,,,organic,blind_consensus_agreed
"46.5184,6.6436",Switzerland,Lausanne,easy_organic,user,independent_user,0.9986106033318836,5,4.2,21,0.6666666666666666,0.0,1.0353606090042835,3,0.3333333333333333,0.9999999999857144,0.0,0.0,6,2.044557010099061,0.3238095238095237,False,False,True,False,False,,,organic,blind_consensus_agreed
"43.8711,-79.3138",Canada,Unionville,easy_organic,user,independent_user,0.9986107841735714,5,4.6,23,0.6956521739130435,0.1739130434782608,1.36318818291069,2,0.5217391304347826,1.0909090908991737,0.0,0.0,6,1.966664773664524,0.3652173913043479,False,False,True,False,False,,,organic,blind_consensus_agreed
"37.9667,23.7167",Greece,,hard_bot_hub_boundary,bot,bot,0.9991717943462946,580,18.30172413793104,10615,0.4664154498351389,0.21921808761187,3.0810384294190083,5,0.8401318888365521,21.02062463169805,0.0,0.0,664,3.724190727339317,0.9245454545454546,True,False,False,False,False,,,bot,blind_consensus_agreed
"48.217,16.3944",Austria,Vienna,hard_bot_hub_boundary,bot,bot,0.912206610060264,160,30.25,4840,0.7793388429752066,0.037396694214876,2.439754721804916,5,0.187396694214876,0.9224510551740734,0.0,0.0,201,2.3770309079460814,0.938099173553719,True,False,False,False,False,,,organic,blind_consensus_agreed
"-29.0846,-49.6894",Brazil,Sombrio,hard_bot_hub_boundary,bot,bot,0.9845902428777238,197,17.6497461928934,3477,0.358067299396031,0.3134886396318666,3.169189293985932,1,1.0,3.477,0.0,0.0,1694,7.194399896817404,0.4259813217824457,True,False,False,False,False,,,bot,blind_consensus_agreed
"-27.9154,-55.7642",Argentina,Apostoles,hard_bot_hub_boundary,bot,bot,0.9293671139308672,117,15.22222222222222,1781,0.3503649635036496,0.3761931499157777,3.150481536942008,1,1.0,1.781,0.0,0.0,1008,6.010713696152282,0.5841143696281259,True,False,False,False,False,,,bot,blind_consensus_agreed
"-25.9526,-60.6167",Argentina,Castelli,hard_bot_hub_boundary,bot,bot,0.9755792072232786,156,17.96794871794872,2803,0.3457010346057795,0.3371387798787014,3.170082843375837,1,1.0,2.803,0.0,0.0,1467,5.63239499104243,0.7174250116633278,True,False,False,False,False,,,bot,blind_consensus_agreed
"22.8057,86.1804",India,Jamshedpur,hard_bot_hub_boundary,bot,bot,0.8926465865216427,191,27.680628272251308,5287,0.6111216190656327,0.1201059201815774,2.813530769132224,4,0.0624172498581426,0.1997175711115473,0.0,0.0,250,0.8332234856855578,0.9470745689565536,True,False,False,False,False,,,organic,blind_consensus_agreed
"-6.9246,-34.9027",Brazil,Lucena,hard_bot_hub_boundary,bot,bot,0.9967910997544602,247,19.12145748987854,4723,0.3446961676900275,0.3550709294939657,3.163724240115261,1,1.0,4.723,0.0,0.0,2186,7.620725453930618,0.3431206234286346,True,False,False,False,False,,,bot,blind_consensus_agreed
"35.6897,139.6895",Japan,,hard_bot_hub_boundary,bot,bot,0.9977622116866712,3399,66.1312150632539,224780,0.3507785390159267,0.327827208826408,3.163450868988445,5,0.7471972595426639,11.822613286405549,4.448794376723908e-06,0.0,9173,4.284605889132527,0.9589421277425167,True,False,False,False,False,,,bot,blind_consensus_agreed
"37.7794,-122.2178",United States,Oakland,hard_bot_hub_boundary,hub,download_hub,0.8934373486940975,149,28.32214765100672,4220,0.2556872037914692,0.3784360189573459,2.9218321969533587,3,0.1009478672985782,0.2245651027938732,0.0,0.7180094786729858,219,1.2358817287049215,0.9279938929355258,False,True,False,True,False,,,hub,blind_consensus_agreed
"51.5428,-0.1978",United Kingdom,Kilburn,hard_bot_hub_boundary,bot,bot,0.935679067108489,142,23.838028169014084,3385,0.3364844903988183,0.176957163958641,2.7250315729827026,3,0.9784342688330872,90.73972602714863,0.0,0.0,410,1.3954677945246523,0.9167432958162564,True,False,False,False,False,,,bot,blind_consensus_agreed
"43.3562,-5.8144",Spain,Oviedo,hard_bot_hub_boundary,bot,bot,0.6913233148074536,109,39.1651376146789,4269,0.8259545561021316,0.0119465917076598,2.2338345973839275,4,0.0763644881705317,0.2480344915039121,0.0,0.0,136,1.2190552635826346,0.9496240229862828,True,False,False,False,False,,,organic,blind_consensus_agreed
"38.894,-77.0365",United States,Washington,hard_bot_hub_boundary,bot,bot,0.9983801479070592,7180,18.018384401114208,129372,0.2363649012151006,0.509832112048975,2.966209025442538,5,0.5563414030856754,5.015941599735143,3.091859134897814e-05,0.0115480938688433,13280,7.900893931851931,0.8249288398715817,True,False,False,False,False,,,bot,blind_consensus_agreed
"38.6433,-90.2575",United States,St Louis,hard_bot_hub_boundary,bot,bot,0.998449119761361,491,57.23014256619145,28100,0.2709252669039146,0.3626334519572953,2.7043701589570768,5,0.1393238434163701,0.647508786437864,0.0,0.010391459074733,789,3.2531486682658066,0.9476443600466766,True,False,False,False,False,,,hub,blind_consensus_auto_resolved
"-14.6182,-40.0616",Brazil,Iguai,hard_bot_hub_boundary,bot,bot,0.9778965368527774,187,18.38502673796792,3438,0.3467132053519488,0.3356602675974404,3.170300500074068,1,1.0,3.438,0.0,0.0,1645,7.128114819634524,0.4163625786662435,True,False,False,False,False,,,bot,blind_consensus_agreed
"32.2503,-110.945",United States,Tucson,hard_bot_hub_boundary,bot,bot,0.839509406075146,198,29.843434343434343,5909,0.1088170587239803,0.3909290912167879,2.5224560601807955,5,0.1211710949399221,0.5515116502984362,0.0,0.0,251,3.8423832316046207,0.900361714966555,True,False,False,False,False,,,organic,blind_consensus_agreed
"-25.2721,-49.477",Brazil,Campo Magro,hard_bot_hub_boundary,bot,bot,0.977896535655424,172,17.261627906976745,2969,0.3358033007746716,0.3347928595486696,3.1691316090950803,1,1.0,2.969,0.0,0.0,1509,7.109341039867363,0.3555871916783506,True,False,False,False,False,,,bot,blind_consensus_agreed
"40.353,-74.6542",United States,Princeton,hard_bot_hub_boundary,bot,bot,0.9987499823374956,7429,21.357248620271907,158663,0.3818407568242123,0.4150558101132589,3.0140941885231274,5,0.867675513509766,26.22872112407666,0.0,0.0,14752,11.67301368828587,0.3788590465884967,True,False,False,False,False,,,bot,blind_consensus_agreed
"1.3078,103.6818",Singapore,Singapore,hard_bot_hub_boundary,bot,bot,0.8368039184017673,176,77.10795454545455,13571,0.4862574607619188,0.2181121509100287,3.086316224723888,5,0.8710485594281925,27.019428571422395,0.0,0.0,2116,4.666421218798714,0.8588973981953498,True,False,False,False,False,,,organic,blind_consensus_auto_resolved
"57.0421,9.9145",Denmark,Aalborg,hard_bot_hub_boundary,bot,bot,0.998468977095181,256,29.55859375,7567,0.3519228227831373,0.4220959429100039,3.0287260646881795,1,1.0,7.567,0.0,0.0,3932,7.963483752366093,0.126122782311352,True,False,False,False,False,,,bot,blind_consensus_agreed
"49.2627,4.0324",France,Reims,hard_bot_hub_boundary,bot,bot,0.5073495636172518,126,17.182539682539684,2165,0.9039260969976906,0.0392609699769053,2.0396329508482864,5,0.1856812933025404,0.9120816789561176,0.0,0.0,168,2.035241047932205,0.897243300707504,True,False,False,False,False,,,organic,blind_consensus_agreed
"39.7686,64.4258",Uzbekistan,Bukhara,hard_bot_hub_boundary,bot,bot,0.998503462052068,1207,72.87323943661971,87958,0.4067509493167193,0.2699015439186885,3.1283796911292665,2,0.9998408331249006,6281.714285669416,0.0,0.0,15135,9.893545485536608,0.3283200257530458,True,False,False,False,False,,,bot,blind_consensus_agreed
"33.7855,-84.3612",United States,Atlanta,hard_bot_hub_boundary,hub,download_hub,0.6034363666547355,132,141.5,18678,0.373648142199379,0.1835314273476817,2.8115033058901497,4,0.1536567084270264,0.5446609311740788,0.0,0.0221651140379055,281,3.3203839723452955,0.9309672374240314,False,True,False,False,False,,,hub,blind_consensus_auto_resolved
"37.298,127.0777",South Korea,Yongin-si,hard_bot_hub_boundary,bot,bot,0.6679682975233968,146,62.55479452054794,9133,0.2611409175517354,0.4871345669549983,2.863213713982608,5,0.3392094601992773,2.053355426677577,0.0,0.0,244,3.29855475008882,0.9341384322095548,True,False,False,False,False,,,organic,blind_consensus_auto_resolved
"-33.9304,18.846",South Africa,Stellenbosch,hard_bot_hub_boundary,bot,bot,0.998944163808022,403,42.33250620347395,17060,0.6600234466588512,0.0538686987104337,2.5630264025564387,4,0.1585580304806565,0.5653082549634155,0.0,0.0008206330597889,1410,3.545792668016319,0.9078043047600208,True,False,False,False,False,,,organic,blind_consensus_auto_resolved
"39.9587,-82.9987",United States,Columbus,hard_bot_hub_boundary,bot,bot,0.9983356462750416,1272,140.47248427672957,178681,0.4750085347630693,0.2318601306238492,2.936197287392441,5,0.1306126560742328,0.6009411431477425,1.1193131894269675e-05,0.0,943,5.764239898640364,0.9448444126507872,True,False,False,False,False,,,hub,blind_consensus_auto_resolved
"40.7119,-74.2203",United States,Newark,hard_bot_hub_boundary,bot,bot,0.9698378009056902,196,40.454081632653065,7929,0.2094841720267373,0.324378862403834,3.05052480399329,5,0.9638037583554042,106.50871080124529,0.0,0.0,344,1.8392758215094944,0.9353863755112336,True,False,False,False,False,,,bot,blind_consensus_agreed
"37.1835,-121.7714",United States,San Jose,hard_bot_hub_boundary,bot,bot,0.9991317693849426,3306,36.80399274047187,121674,0.4453868533951378,0.1968374508933708,3.060890201851608,5,0.6309647089764453,6.839071756269147,0.0,0.0,5400,9.183979326804238,0.7128595068346875,True,False,False,False,False,,,bot,blind_consensus_agreed
"-23.4828,-45.6391",Brazil,Paraibuna,hard_bot_hub_boundary,bot,bot,0.9547444599982164,130,17.353846153846153,2256,0.3120567375886525,0.3736702127659574,3.1608725875087527,1,1.0,2.256,0.0,0.0,1165,6.865317243997199,0.2598949809056192,True,False,False,False,False,,,bot,blind_consensus_agreed
"56.5292,-3.0745",United Kingdom,Dundee,hard_bot_hub_boundary,bot,bot,0.998563569243793,653,42.92802450229709,28032,0.524793093607306,0.0631064497716895,2.785748937409047,5,0.1090539383561643,0.4896096096096017,0.0017836757990867,0.0,854,4.379742045450263,0.9360185384281888,True,False,False,False,False,,,organic,blind_consensus_agreed
"34.236,-118.5235",United States,Northridge,hard_bot_organic_boundary,user,normal,0.747318135991761,73,3.0273972602739727,221,0.253393665158371,0.334841628959276,2.927471687536439,2,0.7963800904977375,3.91111111110242,0.0,0.0,104,5.377737007560778,0.4783983140147523,False,False,True,False,False,,,bot,blind_consensus_agreed
"37.6313,-122.0975",United States,Hayward,hard_bot_organic_boundary,user,normal,0.7851861758112736,56,3.142857142857143,176,0.2386363636363636,0.4829545454545454,2.9949292040676365,3,0.8806818181818182,14.761904761764171,0.0,0.0,85,5.130884194949311,0.4825487012987013,False,False,True,False,False,,,bot,blind_consensus_agreed
"42.216,-88.0771",United States,Lake Zurich,hard_bot_organic_boundary,user,normal,0.6837410366646341,65,3.0615384615384613,199,0.2562814070351759,0.4522613065326633,3.0078047284149614,2,0.964824120603015,27.42857142817959,0.0,0.0,98,5.631314215926199,0.3947429454967144,False,False,True,False,False,,,bot,blind_consensus_agreed
"-4.9704,-44.8825",Brazil,Axixa,hard_bot_organic_boundary,bot,bot,0.9989323128481284,165,4.278787878787878,706,0.376770538243626,0.3314447592067989,3.145727338839436,1,1.0,0.706,0.0,0.0,410,7.057069001327479,0.3637393767705381,True,False,False,False,False,,,bot,blind_consensus_agreed
"26.6292,-81.968",United States,Cape Coral,hard_bot_organic_boundary,bot,bot,0.9983178050393496,177,3.096045197740113,548,0.2664233576642336,0.3576642335766423,3.129106663947867,1,1.0,0.548,0.0,0.0,270,6.98117814508262,0.4152748566951214,True,False,False,False,False,,,bot,blind_consensus_agreed
"-7.7588,-43.7952",Brazil,Bertolinia,hard_bot_organic_boundary,bot,bot,0.9684588967869172,111,3.279279279279279,364,0.3516483516483517,0.3653846153846153,3.126392025059694,1,1.0,0.364,0.0,0.0,223,6.429883842011838,0.3782298782298783,True,False,False,False,False,,,bot,blind_consensus_agreed
"26.6822,-80.284",United States,Loxahatchee Groves,hard_bot_organic_boundary,user,normal,0.8599644332678809,59,3.0508474576271185,180,0.3833333333333333,0.2833333333333333,3.069733568130136,1,1.0,0.18,0.0,0.0,98,5.5089237891477065,0.3941619585687383,False,False,True,False,False,,,bot,blind_consensus_agreed
"45.3618,36.4705",Ukraine,Kerch,hard_bot_organic_boundary,user,normal,0.5638072382919924,59,3.8813559322033897,229,0.3449781659388646,0.2314410480349345,3.104223777829504,1,1.0,0.229,0.0,0.0,159,5.319777467330151,0.4806454000444082,False,False,True,False,False,,,bot,blind_consensus_agreed
"-7.0125,-40.5621",Brazil,Fronteiras,hard_bot_organic_boundary,bot,bot,0.975371571614864,64,7.078125,453,0.2869757174392936,0.3465783664459161,3.1527544550181776,1,1.0,0.453,0.0,0.0,255,5.684091411138428,0.3650317328918322,True,False,False,False,False,,,bot,blind_consensus_agreed
"-4.0816,-44.2096",Brazil,Coroata,hard_bot_organic_boundary,bot,bot,0.999139413583398,448,9.569196428571429,4287,0.3592255656636342,0.3412642873804525,3.1658168526036325,1,1.0,4.287,0.0,0.0,2048,8.204883113646368,0.488687247992269,True,False,False,False,False,,,bot,blind_consensus_agreed
"39.8378,-84.1111",United States,Huber Heights,hard_bot_organic_boundary,bot,bot,0.7198645170417384,84,3.619047619047619,304,0.3059210526315789,0.3684210526315789,3.066471635287802,1,1.0,0.304,0.0,0.0,147,5.883660677157958,0.4213659147869675,True,False,False,False,False,,,bot,blind_consensus_agreed
"24.3327,91.4312",Bangladesh,Habiganj,hard_bot_organic_boundary,bot,bot,0.993692376331999,82,7.060975609756097,579,0.3834196891191709,0.2953367875647668,3.127144790546925,1,1.0,0.579,0.0,0.0,322,5.604711345342686,0.5306247103921817,True,False,False,False,False,,,bot,blind_consensus_agreed
"35.1743,136.8931",Japan,Meieki,hard_bot_organic_boundary,user,normal,0.7804461418219366,53,3.6226415094339615,192,0.2604166666666667,0.2916666666666667,2.406063890144897,4,0.40625,2.0526315789419667,0.0,0.0,60,4.462719513628024,0.6218553459119498,False,False,True,False,False,,,bot,blind_consensus_auto_resolved
"34.4515,115.6479",China,Shangqiu,hard_bot_organic_boundary,bot,bot,0.9959709945461598,247,4.283400809716599,1058,0.4196597353497164,0.2920604914933837,3.087263440518683,3,0.8941398865784499,16.892857142826976,0.0,0.0,291,7.443774390362342,0.2962506600950538,True,False,False,False,False,,,bot,blind_consensus_agreed
"-32.186,-64.4195",Argentina,Embalse,hard_bot_organic_boundary,user,normal,0.6433481233928984,54,4.537037037037037,245,0.3142857142857143,0.3510204081632653,3.083397729129474,1,1.0,0.245,0.0,0.0,149,5.2262611851493865,0.464777021919879,False,False,True,False,False,,,bot,blind_consensus_agreed
